Submission ID,Submission Final Decision,ABSTRACT TITLE,Submission Type,ABSTRACT TEXT,Presenting Author FN,Presenting Author LN,Author 1 Role,Author 1 FN,Author 1 LN,Author 1 Organization,Author 2 Role,Author 2 FN,Author 2 LN,Author 2 Organization,Author 3 Role,Author 3 FN,Author 3 LN,Author 3 Organization,Author 4 Role,Author 4 FN,Author 4 LN,Author 4 Organization,Author 5 Role,Author 5 FN,Author 5 LN,Author 5 Organization,Author 6 Role,Author 6 FN,Author 6 LN,Author 6 Organization,Author 7 Role,Author 7 FN,Author 7 LN,Author 7 Organization,Author 8 Role,Author 8 FN,Author 8 LN,Author 8 Organization,Author 9 Role,Author 9 FN,Author 9 LN,Author 9 Organization,Author 10 Role,Author 10 FN,Author 10 LN,Author 10 Organization,Author 11 Role,Author 11 FN,Author 11 LN,Author 11 Organization,Author 12 Role,Author 12 FN,Author 12 LN,Author 12 Organization,Author 13 Role,Author 13 FN,Author 13 LN,Author 13 Organization,Author 14 Role,Author 14 FN,Author 14 LN,Author 14 Organization,Author 15 Role,Author 15 FN,Author 15 LN,Author 15 Organization,Author 16 Role,Author 16 FN,Author 16 LN,Author 16 Organization,Author 17 Role,Author 17 FN,Author 17 LN,Author 17 Organization,Author 18 Role,Author 18 FN,Author 18 LN,Author 18 Organization,Author 19 Role,Author 19 FN,Author 19 LN,Author 19 Organization,Author 20 Role,Author 20 FN,Author 20 LN,Author 20 Organization,Author 21 Role,Author 21 FN,Author 21 LN,Author 21 Organization,Author 22 Role,Author 22 FN,Author 22 LN,Author 22 Organization,Author 23 Role,Author 23 FN,Author 23 LN,Author 23 Organization,Author 24 Role,Author 24 FN,Author 24 LN,Author 24 Organization,Author 25 Role,Author 25 FN,Author 25 LN,Author 25 Organization,Author 26 Role,Author 26 FN,Author 26 LN,Author 26 Organization
183446,Lightnin,Seasonal changes in habitat utilization of Swainson's Warblers in response to moisture and prey abundance,General Session,"Migratory passerines that overwinter in the Caribbean will be experiencing a predicted drying trend that will produce drier conditions, known to have adverse effects on birds. To understand how declining songbird populations will be affected by these climatic trends, I am focusing on a species that specializes on drier tropical habitats because they will likely be experiencing the most extreme drying conditions. Swainson’s Warblers (SWWA) are an elusive species of concern that occupy tropical dry forests during the nonbreeding season and forage heavily on leaf litter arthropods that rely on moist soil environments. Utilizing long-term study plots at Font Hill Nature Preserve in Jamaica, 20 SWWA were equipped with radio transmitters and tracked from January through April; following deployment, home ranges were calculated throughout the season. Habitat characteristics (soil moisture, leaf litter depth, etc.) were measured and leaf litter arthropod samples were collected at random points within each home range. Each individual’s home range size and seasonal shift will be compared to the differences in moisture and arthropod abundance and composition. I hypothesize that SWWA home ranges will shift in response to fluctuations in prey abundance as a result of seasonal changes in moisture and leaf litter depth. By examining if individuals can adjust their movements to track seasonal shifts in moisture and prey abundance, we can determine their abilities to withstand climate-induced reductions in moisture. Based on my results, critical wintering habitat can be prioritized as areas for protection to ensure these organisms can endure these environmental changes.",Alicia,Brunner,First Author,Alicia,Brunner,The Ohio State University,Remaining Co-Author,Christopher,Tonra,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186075,Lightnin,"Movement, isolation and gene flow of habitats specialist species among patches of white sand forests",General Session,"One of the most critical questions in the origin and maintenance of species diversity is the extent to which isolation of habitat patches affects species composition, dispersal, gene flow and, thereby, incipient speciation, local evolution and differentiation. White sands forests form on essentially permanent soil formations and often consist of small, isolated patches or archipelagos. The questions we were interested in were the following: First, does patch size and distance between patches affect species richness in white sand forests? Second, do white sand forest specialists ever occur in the matrix outside of sandy patches? And third, can we find evidence of dispersal or gene flow among these patches? We hypothesized that species richness of habitat specialists in a habitat patch could be predicted by its area, and therefore we predicted that larger white sand forest patches would harbor more species of white sand specialists. We examined genetic variation within and among populations and we examined these variables for a white-sand specialist focal species (Neopelma chrysocephalum) living in a landscape in which patches of white sands forests are embedded in a matrix of clay sand forest. we found evidence that habitat specialization does not necessarily prevent birds from moving across the matrix of a different habitat. Genetic distances between inferred populations and the observed populations were consistent, suggesting high levels of gene flow throughout the populations. ",Judit,Ungvari-Martin,First Author,Judit,Robinson,Florida Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185707,Lightnin,"Ecology, behaviour and morphology of landbirds in Grenada",General Session,"Numerous species and sub-species of landbirds are unique to Grenada and a few adjacent islands within the Lesser Antilles, but little is known about the ecology and natural history of most species on this island. In November 2015, and April to May 2016 we banded 266 and 163 individuals respectively of 16 species of resident land birds in Grenada. The majority of the species had never been banded in Grenada and the near-endemic Grenada flycatcher and Lesser Antillean tanager had not, to the best of our knowledge, been previously banded anywhere, enabling us to collect novel data on numerous restricted-range species. Moult periods differed from those observed in wetter, cooler islands such as Dominica. During the first banding trip in November, 14 species were undergoing a prebasic moult, allowing us to develop preliminary aging criteria. Our results also suggest significant variation in the morphology, song structure, and reproductive timing of some species in Grenada compared to conspecifics from other relatively close populations on other islands of the Lesser Antilles. Black-faced grassquits, bananaquits, black-whiskered vireos, common ground-doves and other species show morphological trends consistent with hypotheses that some species may have experienced ecological release due to low diversity of landbirds on this island. Future research should aim to identify causal factors that lead to species-specific patterns in divergence in ecology among island bird populations in the Lesser Antilles.",Alexandra,Heathcote,First Author,Alexandra,Heathcote,University of Manitoba,Remaining Co-Author,Paulson,Des Brisay,University of Manitoba,Remaining Co-Author,Chelsea,Enslow,University of Manitoba,Remaining Co-Author,Christoph,Ng,"Natural Resources Institute, University of Manitoba",Remaining Co-Author,Andrew,Horn,Dalhousie University,Remaining Co-Author,Paula,Grieef,Oak Hammock Marsh Interpretive Centre,Remaining Co-Author,Nicola,Koper,"Natural Resources Institute, University of Manitoba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185637,Lightnin,Investigating behavioral variation in urban and rural populations of eastern bluebirds,General Session,"Urbanization presents animals with unique challenges associated with the effects of human disturbances in the environment such increased noise, light, pollution and proximity to humans. Thus, differential selection pressures in urban and rural environments may lead to morphological, physiological and behavioral adaptations that allow some species to be tolerant of urban landscapes while other species remain vulnerable to extinction.  Studies on birds provide insight into the types of behaviors that are favored in urban environments. Some aspects of urban environments such as access to resources, less interspecific competition and lower predation can benefit individuals that are able to tolerate human disturbances.  Clumped resources and human disturbances characterize human disturbed landscapes and may favor more aggressive males.  In this study, we investigate how aggressive behavior differs in populations of eastern bluebirds, Sialia sialis, inhabiting both urban and rural landscapes. We measured differences in male aggression using a conspecific playback paradigm, where approach toward the speaker was used to determine aggressiveness in male eastern bluebirds. We also measured repeatability of aggressive behavior by assaying males multiple times to address selection potential of aggressive behavior. We found that males in urban habitats are more aggressive than males in rural habitats, supporting our hypothesis that more aggressive males are favored in more human disturbed areas.  Further, we found that aggressive behavior is repeatable across individuals which may support the potential for selection to favor different behavioral phenotypes in urban and rural habitats. ",Barbara,Ballentine,First Author,Barbara,Ballentine,Western Carolina University,Remaining Co-Author,Meghan,Graham,University of West Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183647,Lightnin,Mechanism for vocal discrimination in nesting calls of the Lilac-Crowned Parrot,General Session,"Parrots show variation in composition, syntax and phonology of duet calls, however few studies have tested importance of these attributes in call recognition and discrimination. We recorded response of 6 incubating Lilac-crowned Parrot (Amazona finschi) females to playback trials of male nesting call: a natural call, modified note composition, syntax and phonology; and the response to real male nesting call as control. For each trial, we registered 4 behavioral variables and reduced axes for analysis with a Principal Component Analysis. We then used a Friedman ANOVA to determine differences in female response among playback trials, and Wilcoxon test to compare female response to each playback with control. One PC explained 74.6% of variance, and differed significantly among playbacks (Friedman ANOVA Z3= 9.5, P=0.023). Posthoc comparison showed significant differences between natural and modified syntax and phonology. Paired comparisons of playbacks with control determined that females responded significantly less to modifications of syntax, phonology, and composition, but not differ from natural encounters. Female discriminated among playbacks, where modification of attributes reduced response. This supports an innate auditory template in vocal learning, where modification of attributes changes original message. The fact that modification of attributes affected female response may reflect the importance of call in coordinating reproduction, suggesting a critical communication function. For cavity-nesting birds without visual cues to identity of callers, acoustics signals could be fine-tuned to reflect individuality and avoid risks to false positive identification.",Adolfo Christian,Montes-Medina,First Author,Adolfo Christian,Montes-Medina,"Instituto de Biología, UNAM",Remaining Co-Author,Katherine,Renton,Universidad Nacional Autonoma de Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183415,Lightnin,The Harsh Weather Hypothesis: A Proximate Mechanism for Slow Post-Natal Development of High Elevation Birds,General Session,"Birds living at high elevations commonly have slower life history traits than those at lower elevations. Thus far, a general consensus has not yet been reached on the causes of slower traits at high elevations. Here we present a novel hypothesis, the harsh weather hypothesis, and test it to help explain global patterns of life histories of high elevation birds. This hypothesis states that harsh weather conditions at high elevations (namely ambient temperatures far below the developmental optimum) place temporal constraints on parents, who must spend more time warming nestlings, resulting in less time available for provisioning offspring. This reduced provisioning rate may be a proximate mechanism causing delayed post-natal development, a key life history stage. 
We tested this hypothesis by adding supplemental heat to nests of Mountain Blackeyes (Chlorocharis emiliae) at a high elevation field site (3200 m asl) on Mt. Kinabalu, Malaysian Borneo. Our results support the harsh weather hypothesis showing that heated nests cause lower adult brooding and increased nestling provisioning rates. This suggests that low ambient temperatures constrain parental behavior by requiring additional brooding time, thereby reducing provisioning rates, and delaying offspring growth. Thus, our results explain one mechanism by which life history traits of high elevation birds are slower than those of lower elevations.

Elevational gradients are one of the major biogeographical gradients in which life history variation commonly occurs. These results will greatly improve our understanding of life history variation across elevations, and the range of abiotic factors causing these differences.",Adam,Mitchell,First Author,Adam,Mitchell,University of Montana,Remaining Co-Author,Thomas,Martin,USGS - University of Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185736,Lightnin,Trade-offs between plumage quality and time spent in the nest in baby birds,General Session,"Nestling birds carry a remarkably distinct plumage with body feathers that are generally duller in color and loftier, almost down like relative to adults. While differences between nestling and adult plumages are readily observed, our understanding of these differences remains poor. We explore variation in the quality of the body plumage of nestlings using a diversity of temperate and topical birds. Preliminary data suggest a trade-off between the time spent in the nest and the quality of the plumage produced, with species that spend less time in the nest producing lower quality plumage. One factor we predict to drive this trade-off is nest predation. Nest predation is the leading cause of nest failure in birds, so nestlings may sacrifice growing high quality plumage in order to leave the nest quickly. If predation favors rapid fledging at the expense of plumage quality, then nestlings in relatively safe nest sites should have higher quality plumage compared to those in more dangerous locations. We explore this hypothesis in two ways: (i) by comparing nestling plumages between temperate and tropical congeners and (ii) by comparing nestling plumages from low (cavity nesters) and high (open cup nesters) predation nest sites. We predict that nestlings of both tropical species and open cup nesters will have lower quality plumage compared to temperate and cavity nesting species, consistent with patterns of nest predation.",Vanya,Rohwer,Presenting Author,Vanya,Rohwer,Cornell University,First Author,Lea,Callan,Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184826,Lightnin,"Fledgling Bachman’s sparrow survival, movement, and habitat selection in a landscape managed with frequent fire",General Session,"Many songbird species have exhibited long-term population declines, yet the vital rates driving these declines largely are unknown.  Most demographic research has focused primarily on nest success and adult survival, while ignoring juvenile survival; yet, juvenile survival is as critical as nest success for understanding population growth and recruitment.  Recent advances in micro-radio-transmitter (Peucaea aestivalis) is a species of concern across its range and has exhibited long-term population declines, making it an ideal focal species for a study of juvenile ecology.  We attached radio transmitters to juvenile Bachman’s sparrows immediately after leaving the nest and tracked movements for 25 days, until independent of adult care.  Juvenile survival (0.24) was low compared to many other forest-dwelling songbird species, but was similar to published estimates for grassland birds.  Juvenile movement was constrained by the adult territory, and individuals selected areas within the male home range (2-4 ha) that had greater vertical density of shrubs and forbs.  Low juvenile survival may be acting as a population bottleneck, contributing to Bachman’s sparrow decline.  Managing for patches of low woody shrubs within forests dominated by herbaceous groundcover may increase survival of juvenile sparrows during the post-fledgling period.",Alexander,Fish,First Author,Alexander,Fish,North Carolina State University,Remaining Co-Author,Christopher,Moorman,North Carolina State University,Remaining Co-Author,Christopher,DePerno,North Carolina State University,Remaining Co-Author,Jessica,Schillaci,Fort Bragg Military Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185619,Lightnin,Parental adjustments in the face of danger: is it for the birds?,General Session,"Nest predation can strongly limit fitness in birds. Selection should therefore favor individuals that are better able to assess nest predation risk and adjust their nesting behavior accordingly. To test this hypothesis, we studied how variation in predator assemblages is related to parental care behavior in Island Scrub-Jays (Aphelocoma insularis) by 1) quantifying mean on and off bout lengths during incubation, 2) estimating an activity index for primary nest predators (Common Raven Corvus corax and Island Fox Urocyon littoralis) on focal territories within two habitat types: oak chaparral and pine woodland, and 3) estimating daily nest survival probabilities. We located and monitored 245 nests in 2015 and 2016, and deployed 24-hour cameras at a subset of those nests to quantify mean bout lengths during incubation. We used distance sampling of fox scat along transects and conducted raven surveys within individual territory boundaries (n = 64) to index nest predator activity. We found that mean on and off bout lengths were longer, and daily nest survival rates were lower in territories with higher nest predator activity. Additionally, raven activity was higher and fox activity was lower in the pine woodland, where mean on and off bout lengths were longer, on average. Our results suggest that Island Scrub-Jays can adjust parental behavior in response to ambient nest predation risk and that these adjustments are conditional on nest predator species. This study advances our understanding of how animals mitigate predation risk through behavioral adaptations.",Michael,Hague,First Author,Michael,Hague,"University of Wyoming, Game and Fish Cooperative Research Unit",Remaining Co-Author,Anna,Chalfoun,"USGS Wyoming Cooperative Fish & Wildlife Research Unit, University of Wyoming",Remaining Co-Author,Scott,Sillett,Smithsonian Migratory Bird Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184696,Lightnin,The peahen is a persnickety shopper,General Session,"While female choice and its influence on male traits have been widely documented in birds, we still know very little about the process by which a female chooses a mate. Such information is needed to understand why females make diverse choices and to shed light on the maintenance of variation in male traits. To document the process of mate choice, we observed and followed 35 peahens (Indian Peafowl Pavo cristatus) as they visited lekking peacocks in a feral population in Arcadia, California. We recorded male-female interactions, the courtship behaviour (train rattling, orientation) and plumage traits (train size, eyespot number and colours, crown) of all males visited, and all copulations during our observation periods. Individual peahens visited leks repeatedly over several weeks, returning nonrandomly to males they had visited in the past. Different females tended to visit different males with no evidence of copying or being influenced by the visits and choices of other peahens. A peahen’s sequence of visits to leks were also structured in time, as they returned to males they had previously visited sooner than expected if visits were randomly allocated. These results point to a potential role for memory in mate choice—by remembering and returning to males with attractive displays, females may be able to assess the consistency of male courtship displays, and thereby reduce uncertainty about the quality of male traits. We did not observe all peahens copulating, but when they did they preferred males whose train eyespots displayed particular iridescent colours.",Robert,Montgomerie,First Author,Robert,Montgomerie,Queen's University,Remaining Co-Author,Roslyn,Dakin,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183632,Lightnin,Plumage pattern dimorphism in a shorebird exhibiting sex-role reversal (Actitis macularius),General Session,"Both sexes exhibit socially selected traits, but relatively few studies address the role of female ornaments despite their potential importance in competitive female-female interactions and male mate choice. We investigated the melanized plumage pattern of spotted sandpipers (Actitis macularius), a shorebird species exhibiting sex-role reversal and a polyandrous mating system. Although the sexes overlap in the spottiness metrics, females had fewer, but larger and more irregularly shaped spots that covered a greater percentage of their plumage than did males. Furthermore, females with larger spots had lower mite loads, and females with greater percent spot cover and more irregular spots were heavier and had higher hematocrit levels. In contrast, males with larger spots were caught earlier in the breeding season and in earlier years. In addition, spot pattern varied across years. Overall, these results demonstrate that although the differences between the sexes are subtle, spottiness in spotted sandpipers is a measurably sexually dimorphic trait and that melanized ornaments can be indicators of female condition.",Misha,Blizard,First Author,Misha,Blizard,University of Chicago,Remaining Co-Author,Stephen,Pruett-Jones,University of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185596,Lightnin,Using targeted-sequence approaches to test for positive selection in reproductive proteins of Agelaius blackbirds,General Session,"Multiple mating by females can intensify selection on male traits, such as seminal fluid proteins (Sfps), that maximize sperm competitive ability. Though these proteins have been documented in many species, they remain poorly characterized in birds, a taxon known for its polyandry but only recently studied at the molecular level. We investigated the link between mating system and Sfp evolution in three Agelaius blackbird species to understand how differences in sexual selection shape DNA sequence evolution. First, we identified each species’ genetic mating system by empirically measuring extra-pair paternity (EPP). On the basis of behavior and morphology, we predicted variation in sperm competition but found no interspecific difference in the percentage of extra-pair young. Second, because Sfps may be under stronger selection than non-reproductive proteins regardless of mating system, we sequenced and annotated the transcriptomes of two reproductive and two control tissues to produce the first catalog of seminal fluid proteins in birds. We identified 195 functionally significant candidate genes that are over-expressed in red-winged blackbird reproductive tissues, and we designed targeted-sequencing baits to capture these and 88 control genes identified from the Flock of Genomes data. Characterizing patterns of molecular evolution (positive selection or correlated evolutionary rates) in reproductive proteins will help determine whether avian Sfps evolve similarly to mammals and insects. Alternatively, the slower tempo of molecular evolution in birds may contribute to a unique regime of relaxed post-mating, pre-zygotic selection.",Irene,Liu,First Author,Irene,Liu,Duke University,Remaining Co-Author,Matthew,Johnson,Chicago Botanic Garden,Remaining Co-Author,Steve,Nowicki,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183502,Lightnin,"Linking Winter Habitat, Phenology, and Post-Fledging Survival in a Migratory Songbird",General Session,"Every year millions of birds migrate between the wintering grounds, in tropical Central and South America, and the breeding grounds, in temperate North America. Many of these Neotropical migrants complete the various stages of their annual cycle thousands of kilometers apart, and events in one stage can influence events in a subsequent stage.  Understanding these carry-over effects is fundamental to understanding changes in migratory populations and their conservation, as many are in enigmatic decline.  The objective of this study is to explore carry-over effects between wintering and breeding events, and elucidate an unexamined life-cycle stage, the post-fledging period, in a migratory songbird of conservation concern, the Prothonotary Warbler (Protonotaria citrea).  In order to achieve this objective we utilized a large network of nest boxes and natural cavities across the 925-acre Hoover Nature Preserve, Columbus, Ohio. We tracked arrival timing to the breeding grounds, monitored breeding phenology and fledging success, and estimated post-fledging survival using radio telemetry.  To determine if arrival is winter habitat dependent, and how winter and breeding ultimately affect post-fledging survival, we will analyze stable carbon isotopes from claw clippings collected within 10 days of arrival.  I will present preliminary results, focusing on post-fledging survival as a function of phenology with a comparison between natural cavity and nest boxes, from fieldwork currently taking place. I will also discuss how this research will fill important gaps in the Prothonotary Warbler’s full annual cycle and guide forested wetland bird conservation across the Americas.",Elizabeth,Ames,First Author,Elizabeth,Ames,The Ohio State University,Remaining Co-Author,Christopher,Tonra,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
