siteID,dateResight,yearResight,birdID,resightTypePart,notesResight,notesResightPart
OBRICHRMD1,5/19/2012,2012,2421-11664,P,NA,"yearColumn = 2010, Captured 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, resighted by participant 19 May"
CAMPROSMD1,6/15/2012,2012,2421-11694,P,NA,"yearColumn = 2010, Captured 7/27/2010; yearColumn = 2012, Resighted 6/2012"
CAMPROSMD1,6/15/2012,2012,2421-11695,P,NA,"yearColumn = 2010, Captured 7/27/2010; yearColumn = 2012, Resighted 6/2012"
BROWANNMD1,5/21/2012,2012,2421-11751,P,NA,"yearColumn = 2010, banded 6/25/10; yearColumn = 2012, Resight 5/21/2012; yearColumn = 2014, resight by BD on July 22"
BARBJERMD1,3/9/2011,2011,2421-11758,P,NA,"yearColumn = 2010, banded 7/2/10; yearColumn = 2011, resighted by participant 9 March; 11 May"
BARBJERMD1,5/11/2011,2011,2421-11758,P,NA,"yearColumn = 2010, banded 7/2/10; yearColumn = 2011, resighted by participant 9 March; 11 May"
BARBJERMD1,3/10/2012,2012,2421-11764,P,NA,"yearColumn = 2010, Banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012; Recaptured 6/4/2012; yearColumn = 2013, resighted by participant 4/13/2013; recaptured 7/11/13"
BARBJERMD1,4/13/2013,2013,2421-11764,P,NA,"yearColumn = 2010, Banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012; Recaptured 6/4/2012; yearColumn = 2013, resighted by participant 4/13/2013; recaptured 7/11/13"
BARBJERMD1,3/10/2012,2012,2421-11769,P,NA,"yearColumn = 2010, banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012"
BEALTOMMD1,1/10/2014,2014,2421-34601,P,NA,"yearColumn = 2012, Banded 5/23/2012; yearColumn = 2014, resighted by participant 10 Jan 2015"
STURCARMD1,6/4/2013,2013,2421-34609,P,NA,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,6/4/2013,2013,2421-34610,P,NA,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June"
PHARAIMMD1,6/26/2015,2015,2421-34637,P,NA,"yearColumn = 2012, Banded 6/9/2012; yearColumn = 2015, resighted by participant 26 June"
TATEJUAMD1,7/8/2013,2013,2421-34679,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 7/8/2013; yearColumn = 2014, Resighted by participant 7/1/14"
TATEJUAMD1,7/1/2014,2014,2421-34679,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 7/8/2013; yearColumn = 2014, Resighted by participant 7/1/14"
TATEJUAMD1,11/3/2013,2013,2421-34681,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted 11/3/2013."
TATEJUAMD1,12/13/2013,2013,2421-34682,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, resighted by participant 12/13/2013.; yearColumn = 2014, resighted 19 June
Resighted by participant 8/3/14; yearColumn = 2015, Resighted by participant 3/9/15"
TATEJUAMD1,8/3/2014,2014,2421-34682,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, resighted by participant 12/13/2013.; yearColumn = 2014, resighted 19 June
Resighted by participant 8/3/14; yearColumn = 2015, Resighted by participant 3/9/15"
TATEJUAMD1,3/9/2015,2015,2421-34682,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, resighted by participant 12/13/2013.; yearColumn = 2014, resighted 19 June
Resighted by participant 8/3/14; yearColumn = 2015, Resighted by participant 3/9/15"
TATEJUAMD1,1/11/2016,2016,2421-34682,P,NA,NA
SCHLROBMD1,2/7/2012,2012,2421-34691,P,NA,"yearColumn = 2012, Banded 7/10/2012; yearColumn = 2013, Resighted by participant 2/7/2013"
COLSKATMD1,5/8/2010,2010,2441-13701,P,NA,"yearColumn = 2009, banded 5/29/2009; yearColumn = 2010, resighted by participant 8 May"
WILLTERMD1,3/12/2016,2016,2441-13855,P,NA,NA
VERSBETMD1,8/15/2009,2009,2441-14041,P,NA,"yearColumn = 2009, banded 7/2/2009; yearColumn = 2010, resighted by participant 9x 08/09-04/10; resighted 5/29/2010
; yearColumn = 2014, resighted 6/21/2014"
VERSBETMD1,4/15/2010,2010,2441-14041,P,NA,"yearColumn = 2009, banded 7/2/2009; yearColumn = 2010, resighted by participant 9x 08/09-04/10; resighted 5/29/2010
; yearColumn = 2014, resighted 6/21/2014"
BUISNORVA1,5/9/2011,2011,2441-14067,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 9 May"
BUISNORVA1,3/20/2011,2011,2441-14068,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 20 March"
GECACARVA1,1/2/2010,2010,2441-14108,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013"
GECACARVA1,12/18/2010,2010,2441-14108,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013"
GECACARVA1,2/11/2011,2011,2441-14108,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013"
GECACARVA1,4/2/2012,2012,2441-14108,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013"
LANDCELVA1,6/18/2010,2010,2441-14123,P,NA,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted 6/4/10; resighted by participant 18 June"
LANDCELVA1,3/19/2010,2010,2441-14124,P,NA,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted by participant 19 March"
VONGJENMD1,4/13/2015,2015,2441-14167,P,NA,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, resighted by participant 13 April, 27 May"
VONGJENMD1,5/27/2015,2015,2441-14167,P,NA,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, resighted by participant 13 April, 27 May"
TATEJUAMD1,3/4/2013,2013,2441-14180,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 3/4/2013."
TATEJUAMD1,3/4/2013,2013,2441-14181,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 3/4/2013"
SCHLROBMD1,2/14/2012,2012,2441-14190,P,NA,"yearColumn = 2012, Banded 7/10/2012; yearColumn = 2013, Resighted by participant 2/14/13"
SCHLROBMD1,2/14/2012,2012,2441-14191,P,NA,"yearColumn = 2012, Banded 7/10/2012; yearColumn = 2013, Resighted by participant 2/14/13"
VONGJENMD1,2/19/2011,2011,2441-14203,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,3/13/2011,2011,2441-14203,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,4/29/2011,2011,2441-14203,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,7/17/2012,2012,2441-14203,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
TATEJUAMD1,9/28/2010,2010,2441-15029,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 28 Sept."
BLOCDAVMD1,3/15/2014,2014,2441-96351,P,NA,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015"
TATEJUAMD1,4/3/2016,2016,2441-96371,P,Observed singing several times during 2015 and 2016; must be a male.,NA
KEYESUSMD1,3/25/2013,2013,2441-96474,P,NA,"yearColumn = 2012, Capture 6/11/2012; yearColumn = 2013, Resighted by participant 3/25/2013"
TATEJUAMD1,2/23/2014,2014,2441-96547,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, found dead by nearby resident Feb 23"
TATEJUAMD1,1/4/2013,2013,2441-96549,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 1/4/14"
TATEJUAMD1,4/19/2016,2016,2441-96549,P,NA,NA
BEALTOMMD1,1/10/2014,2014,2441-96552,P,NA,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
BEALTOMMD1,6/27/2014,2014,2441-96552,P,NA,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
BEALTOMMD1,3/15/2015,2015,2441-96552,P,NA,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
TATEJUAMD1,1/15/2008,2008,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2/15/2008,2008,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,3/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,4/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,5/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,6/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,10/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,11/15/2009,2009,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,4/4/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,6/8/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,7/13/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,9/9/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,10/14/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,11/2/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,12/13/2010,2010,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,1/9/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,3/3/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,4/6/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,5/15/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,8/28/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,10/4/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,12/12/2011,2011,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2/28/2012,2012,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,3/4/2012,2012,2460-22741,P,NA,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,6/13/2009,2009,2460-22744,P,NA,"yearColumn = 2008, BANDED 14 June; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE/13/09"
COLSKATMD1,5/8/2010,2010,2460-22747,P,NA,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August"
COLSKATMD1,3/15/2011,2011,2460-22747,P,NA,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August"
COLSKATMD1,9/19/2011,2011,2460-22747,P,NA,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August"
COLSKATMD1,8/15/2013,2013,2460-22747,P,NA,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August"
VONGJENMD1,3/20/2011,2011,2460-22780,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 16 Dec; yearColumn = 2011, resighted by participant 20 March"
GECACARVA1,3/1/2008,2008,2460-22847,P,NA,"yearColumn = 2007, banded 13-Jul; yearColumn = 2008, resighted by particpant 1 march, resighted by bander June 18; yearColumn = 2009, resighted by participant in the fall; yearColumn = 2011, resighted by participant 2/11/12"
GECACARVA1,11/15/2009,2009,2460-22847,P,NA,"yearColumn = 2007, banded 13-Jul; yearColumn = 2008, resighted by particpant 1 march, resighted by bander June 18; yearColumn = 2009, resighted by participant in the fall; yearColumn = 2011, resighted by participant 2/11/12"
